author_id,comment_id,comment_text,like_count,reply_count,video_title,publish_year,publish_month
UCA-2iXkd2Jwi770tpH7EySQ,UgxBG4MBIvrzR6GVqIJ4AaABAg,"sangat menginspirasianak muda yang konsen dengan pendidikan bangsa, semoga dapat dikolaborasikan dengan pola pendidikan yang tidak boleh mengenyampingkan karakter, bgmn SDM subjek anak bangsa ini dapat menjadi pionir tekhnologi juga sebagai pionir anak bangsa yang mencintai bangsanya dengan tidak melupakan nilai dan norma sbg bagian dari pada masyarakat ,,congratulation davyn",5,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCmc4UqZHnrf-_KYVdkqPOHQ,UgzgaiML4hJog1Yx_d54AaABAg,"One day, guru akan tergantikan. Yg ngajar robot.",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCPgVfq74ee_n-6F-ioaibwA,UgxrQb7bSPnvogM8Cu14AaABAg,Apakah ketika robot AI sudah mulai digunakan dan kerjanya lebih baik dibanding manusia dapat menggeser posisi manusia dalam bidang tenaga kerja? Hmm,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCXHNy16A7n1-u-Qu9dAMFdQ,Ugx_chw6Vb-Y2t_QOb14AaABAg,"Bagaimana klw Masa AI bekerja sama dgn pemerintah utk memajukan guru"" dan murid"" dinegara ini",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCXMWW88ik9i3K-1ihayFSug,UgxEX2IFC9_TpF2X3WV4AaABAg,"iq orang iundo ga kalah pintar ama neggara lainn ,, cuma kami d dokrinn , setlah lulus sekolah bagay mana cara nya memenuhui kebutuhan hidup sendiri, sedang kan lapangan pekerjan saja susah ,, dan saya dari pelosok desa dalam pengenalan teknologi sangat lah minim d sekolah sekolah dasar , dengan begitu melimpah nya sumber daya alam di TANAH AIR ini , tetapi kesejahtran rakyat nya sangat lah minim apalagi d pelosok desa .. kami bukan lah bodohh tetapii kami tidak d berikan pasilitas yang memadai ,, dan tontonan d TV INDO , kebanyakan pembodohan masall d filem filem nya dan SANGAT LAH KURANG MENDIDIK ,,,",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCFJK8eigPuLwvzoTnQc9gWw,UgzORO5JjMpHlm-RP4l4AaABAg,"Bonus demografi yg berupa jml angkatan muda produktif di th 2045 ibarat pedang, klo cakap mengendalikannya akan sangat bermanfaat klo sebaiknya, bursa melukai diri sendiri. Artinya banyaknya angkatan muda produktif klo pengetahuan dan skill-nya rendah akan jadi negara, tp klo pengetahuan dan skill tinggi akan benar2 jadi bonus demografi. Bisnis AI sektor pendidikan ini semoga menjadi kontributor terdongkraknya pengetahuan dan skill angkatan muda produktif.",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCnep6z8z9i9CEUO3I5lkE-A,Ugwyi9MLzm7q7_8H0jd4AaABAg,AI itu pedang bermata dua.. liat aja kalau ga ada regulasinya.. makin kacau,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCu9sybn1eanOd3UnGqc2p4Q,Ugy0Wu3bSNINjOnWdyt4AaABAg,Mantap tehnologi AI bisa memperpendek kesenjangan bangsa Indonesia yang 3 s/d 5 th tertinggal tehnologinya dari kebanyakan negara maju & berkembang lainnya...Sokong anak2 muda kita yg setelah belajar dimanca negara mau/sudi pulang kampung memakai ilmunya untuk memajukan bangsa dan negara Indonesia yg kita Cintai ini 🇮🇩❤👍🙏,2,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UC9AExPVYS_oySgeieMX-TZQ,UgwiqcN-shJ3oe7Go2B4AaABAg,sangat membantu pake ChatGPT buat ngerjain tugas kuliah heheheh,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCldbMi-96ybsSDMb7Oi_DAw,Ugw_9w1JJgghEUSkrxl4AaABAg,Pak helmy bantu komunikasikan generasi muda ini agar akses menuju sdm teknelogi artificial intelegence semakin maju dan aplikatif. Harapan pemerintah bisa memfisilatasi sdm anak muda ini dalam memajukan teknologi artificial intelegence di indonesia,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCkfmkE0hC1fQA3tCqlp6cdg,UgwPrVzsL-ICDrm6B_B4AaABAg,"Wah wah guru AI, ya seperti nanyak ke OpenAi tentang soal tertentu",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCKXYNcO-_mdEiBPs0pUoU_Q,UgwGXR_5_15ThX93iwN4AaABAg,"Jangan anggap ini ancaman bagi guru, tapi motifasi untuk guru agar lebih kompeten, misalnya menguasai sikologi anak, moral, akhlak dll yg tidak dikuasai AI, tidak semua bisa dikuasai AI, AI ciptaan manusia, Manusia ciptaan Allah, buang oldmind , newmind untuk indonesia",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCQ7cSf8Vd5WqsBRsdVQ1ViQ,Ugy5uSnN0QO1YQ5xSgh4AaABAg,"AI itu basic nya adalah sensor yg diprogram dgn suatu kondisi tertentu lalu melanjutkan ke kondisi berikutnya hingga mencapai tujuan yang diinginkan. Semakin banyak kita masukkan berbagai kondisi dan penyelesaian nya maka semakin AI itu bekerja dgn dinamis, if - then or while yah memang benar AI itu basic nya adalah statistik (data science) matematika (Algorithm) maka pengembangan AI itu juga bergantung dgn waktu, seiring waktu berjalan maka semakin banyak pula statistik mendapatkan ragam kondisi2 baru yg merupakan data, lalu matematika (logic algorithm) dikembangkan lagi untuk memecahkan masalah dari ragam kondisi2 baru yg didapatkan. Teori saya tentang kemajuan teknologi adalah ""Seperti menambahkan angka 1 pada bilangan biner"", jadi kemajuan teknologi itu bukan semakin hari semakin cepat, tapi semakin hari semakin besar, semakin besar pada scope yg dibutuhkan dalam segala lini berkehidupan manusia",2,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCy4szex27xjSOcpqVTyr4uw,UgwUZ40Ut0YzskngkGF4AaABAg,Itulah yang membunuh peran guru di masa depan,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCFtR4Ryz7Lkcr81wZM5SJdg,UgxGr8UBGarn5D-23gl4AaABAg,nah lohhh guru indonesia harus siap2 ini kena replace sama product satu ini hhihih,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCK4A2QO8wylYHqfk_qzow9w,Ugw6ijURuI8yKdFVXVl4AaABAg,"Saya ingin sekali anak saya bisa mendapatkan education dari AI , dan di infokan lebih murah dari bimbel2, semoga anak2 yang tidak keterima di Negeri dikarenakan umur muda, AI bisa menjembatani ,supaya ada kegiatan dua arah , tidak harus menunggu tapi AI menjemput semuanya,semoga 3 orang ini bisa bertahan sampai impian dan harapan mereka tercapai Amin",1,1,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCTqFo3Di1M_etbAQJ5getow,Ugxpx7kxFwxkXb2sPPJ4AaABAg,"AI cutting cost, yeah labor cost, human will become obsolete",1,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCM0fssikASu4QXkWnyFFtjA,UgzsxkbT80zftw2U77R4AaABAg,strategi yg bagus AI dimulai ke pendidikan....untuk membangun infrastruktur AI merambah kesemua bidang,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCaz1PCkyzNmMs2PZUmnt83w,Ugz-Aqm6XTGs2urEqEF4AaABAg,"Yang jadi masalah disini adalah, kebanyakan orang indonesia itu Belajar dari youtube dari pada membaca teks dokumentasi sehingga kalau ada anak yang pintar kayak gini udah pasti viral di indo padahal yah biasa aja kalau tinggal di jepang dan Amerika karena disana warganya sudah paham betul soal perkembangan ai generative makanya banyak anak pintar indonesia itu langsung terkenal karena kecerdasannya padahal itu semua ada dukungan finansial juga",1,1,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCRZYScDtnSEy83CBrY0vVsg,UgxlgkG0r1YgHDpJr8l4AaABAg,"Pendidikan dan pelatihan utk membentuk seseorang bisa menjadi risk taker, independent, visioner, responsible dan semacamnya hrs diterapkan sejak awal mula pendidikan. Di SD atau primary. Ini yg msh sgt kurang di Indonesia. Davyn beruntung bisa mendapatkan sejak dini hingga bisa berkembang dan terlihat hasilnya seperti ini. Congrats utk ortu Davyn dan Davyn sendiri. Good luck utk semua usahamu utk membuat Indonesia menjadi lebih baik khususnya di bidang pendidikan. Tetap bangga menjadi orang Indonesia.",7,1,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UC0zWYKhls5m9p3tVlKKYnLQ,UgzrrE4I_tXqxoIC30N4AaABAg,Waw.. Gw doakan .. guys..semoga untuk kebaikan manusia kedepan... Sistem itu di buat untuk membantu dan memudahkan manusia..kadang di kemudian hari malah menyusahkan..cmiw .,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCDMiuafRrPeG5xxdmxeMIRw,UgyU1tlHjNvncHYRQoJ4AaABAg,"inilah generasi masa depan indonesia yg butuh dukuangan dari pemerintah, jangan kalau sdh pindah ke negara tetangga baru ribut banyak orang indonesia yg hebat hebat lebih memeilih pindah keluarga karena tindak adanya suport dan dukungan dari pemerintah sehingga lebih memeilih berkarya untuk negara lain, sdh saatnya negri ini menginventarisir orang orang hebatnya untuk memajukan bangss dan negara nya semoga negri ini indonesia menjadi negara yg hebat maju aman dan sejahtera di masa yg akan datang aamiin",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCKPp5lEVCxAtlPESSEsUqVQ,Ugy-uRXHlrKI-NTbwQZ4AaABAg,Salah dalam menggunakan AI akan mjadi ancaman buat manusia,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCv2XZ9brdGmu9UzYcWzOLPw,UgwpQWxVlD0C5OxXI-54AaABAg,"apakah kedepan guru akan hilang digantikan oleh AI? mungkin tidak semua guru, tapi guru2 yg mengajarkan logika, misal guru matematika, krn semua logika bisa dibuat menjadi AI",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCSNfxaQNEeMnRAColi-sa-A,Ugw0pBd91MGnbPWQ8_V4AaABAg,Mas helmi sy seorang guru biologi sman jenggawah gmn cara jadi patner atau pengguna IA Indonesia untuk jadi model pembelajaran disekolah saya . Ingin ikut ke IA davin and jasen Tipe mengajar,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCHMZbtbQA760PJQhb2Mkuqg,Ugz8pvjcpJAU94p7o6J4AaABAg,"menurut sy AI bahaya untuk kelangsungan pekerjaan manusia, karena mau tidak mau kedepan akan tergantikan seperti dulu pintu tol menggunakan manusia tapi sejak pakai pembayaran digital para pekerja langsung tergantikan. . cman mau tidak mau kedepan AI akan mendominasi, kenapa sy bilang bahaya karena pendidikan di indonesia membangun org untuk jadi pekerja, orang yang tinggal di kampung yg dasarnya petani dan disentuh pendidikan, mendoktrin mereka bahwa dengan bersekolah kita bisa hidup mandiri & bisa kerja di perusahaan"" besar di kantor tanpa capek banting tulang seperti petani.. . . yg menurut sy alangkah bagusnya klo pendidikan di indonesia harus bervariasi sesuai dengan karakter kehidupan dimana daerah itu ada, kenapa tidak klo daerah disitu adalah lahan ternak atau pertanian diadakan pendidikan/pelatihan sedini mungkin untuk mencintai & mengembangkan sumberdaya alam di daerah tersebut, dengan begitu sy kira kita akan menjadi bangsa yg mandiri... untuk apa mengajarkan pendidikan dasar; lanjutan ; menegah; bahkan kuliah di daerah pelosok yg kita pahami kedepan pendidikan formal tidak akan terlalu dibutuhkan.",1,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCIxUvvCQGWBg7KOHvde4pEg,UgxHghMD_X7mFeW_IWV4AaABAg,"Davyn berusaha menghaluskan aja bahwa sistem AI yg dia bangun tidak menggantikan guru. Tapi menurut gw kalo AI itu memang bagus, seharusnya bisa menggantikan guru, paling tidak beberapa tahun ke depan saat sudah semakin sempurna dan teknologi penunjang semakin maju. Coba deh lu bayangin di masa depan ketika kita mau belajar apa aja ada AI yang membimbing kita menguasai bidang itu. Ya guru gak dibutuhkan lagi.",2,2,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCjI5DmZ9WIV1kT2gzuUqKng,UgyH9etJPXVNdE1EIk54AaABAg,"Semoga ilmu yang berguna bisa dibagikan kpd Guru² seluruh Indonesia. Why? Guru kita butuh banyak pelatihan dan praktik yg easy going agar dpt diterapkan didalam proses pembelajaran. Pembelajaran teori dan praktik harus balanced but more be practice to in Indonesia praktik most useful than listen or talking something. I wait it that time Mr. Davyn Sudirjo to meet you soon. I wait it that you give simple plan to learn how to teach easy going for youngest learner. How to make it fun, interested, and understanding to made it learning by doing. Thank you Mr. Helmi Yahya to share this knowledge especially Mr. Davyn Sudirjo.",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCEerpPpC1Tcg0heeDJlYOTA,Ugye6w2idOw1SO9c3mp4AaABAg,Bukan kan AI itu adalah teknologi yg sangat membahayakan😢.. Menurut penciptaan awal AI.. Ai akan mngancam kehidupan manusia di masa depan nya..😢😢,0,1,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCLlLC2mDJ3-xbswTtLx1SYg,UgyGK-btFtVFSNbhbrp4AaABAg,"Wajib bikin inovasi centre minimal 3, aceh, Ikn, dan papua!! Jd setiap warga negara yg punya inovasi tau bawak kemana, dan ada tim pengembang yang langsung di biayai Negara, in the future i hope Indonesia bs memiliki lebih anak muda yg punya pemikiran kaya anak ini.",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCyc3IqvcM_L9ePX49B_mACA,Ugz1QCKTURX0CGz8CTx4AaABAg,"Pendidikan rendah jadi teroris, preman, pendidikan tinggi tapi jadi koruptor, yang AI tidak bisa ajarkan adalah menjadi karakter yang unggul, bukan saja intelegensi yang unggul.",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCf8tHkEYFI9hUT1uZRCuOfw,UgzIEMzzrFNatKW_jO54AaABAg,"Numpang beropini ya, kalo dari perspektif saya ai cocoknya untuk tools pembantu, means bukan replacing pekerja dan lapangan pekerjaannya. AI yang sekarang terjadi global dampaknya udah banyak mematikan lapangan pekerjaan, makanya kalo saya mikirnya, salah satu mempercepat kiamat ya ai ini. Saya bisa bilang gini karena beberapa bulan terakhir saya mengikuti tren ai di segala lini industri, kebetulan saya sendiri ada di industri entertainment untuk game dan film. Ribuan orang udah kehilangan pekerjaan dari pekerjaan tetap maupun freelancing, karena ya itu tadi persis narsum bilang di menit ke 8:40-9:00 , ai lebih digunakan untuk cutting cost yang akhirnya memangkas beberapa roles di industri. Hal yang seperti ini mungkin yang bikin pentolan ai / grandfather of ai cabut dari google dan akhirnya sekarang justru bikin campaign untuk menentang penggunaan ai di industri. Memang ai paling cocok digunain dan di release non-publik, dengan begitu lapangan pekerjaan yang lain bisa sustain, karena nyatanya ketika ai direlease open dan publik, manusia gunain teknologi ini untuk kompetisi (sifat dasar manusia memang) yang akhirnya ngerusak manusia lain. Diluar sana pro-kontra ai udah makin sengit, saya berharap warga Indonesia ga terlalu ngeliat teknologi yang tren di barat itu selalu bagus untuk bangsa dan negeri ini. Untuk merenungi kecanggihan dan leap yang jauh dalam konteks teknologi, ada baiknya kadang kita step back sejenak, memperbaiki kualitas sdm biar merata, emang kita mau kemana sih 😢 Mungkin akan ada yg mengcounter opini saya ini dengan bilang "" ya salah sendiri ga bisa adapt dengan teknologi "" atau "" ya mungkin lu kurang kompeten "". Saya bisa pastikan ini hal yang berbeda, karena sekalinya ai step in di suatu roles di industri ya beneran menggantikan bidang professional tersebut, memang bisa adapt menjadi ai-operatornya tapi nanti dikemudian hari ai operator digantikan oleh ai lagi (sebuah keniscayaan). Dan lagi menurut saya, ai cuma bagus buat pengusaha yang kapitalis yang pengen cost produksi murah,cepat tapi menghasilkan sesuatu yang dijual. Pertanyaan Pak Helmy di menit 13:52 dan dijawab ragu ragu oleh narsum (he said its complicated) ya jelas banget udah terjadi kan, emang orang banyak kehilangan pekerjaan. Kalo untuk konteks ai for education, mungkin gak sekarang itu guru guru manusia akan tergantikan tapi in the near future kalo ini terus jalan ya bakal tergantikan. Kalo kita ngomongin soal inefficient dalam dunia pendidikan, please lah kita masih bisa step back dan ngebenerin atau bikin formula baru dengan cara humanis, ngga ujug ujug bikin usaha pake ai-tech, that's overkill dude! Semoga kita bisa merenung, karena kalo saya pikir pikir, kita buat apa sih rushing time terus? kita ngejar apa sebenernya ? Can we just chill a lil bit ? Sekian opini saya, terimakasih.",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCeJjlAo97bCkbMdwESQXYyg,Ugw-6aubz0OqZh5W8NV4AaABAg,"Transformatif AI, AI yang mentraine atau menciptakan AI, gak sabar ngeliat masa depannn. Keren bangetttt bintang tamunya bos helmy",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCf90JJq6MzSKQETGMn4T2vg,UgyAoT43_4x1HdMdcZF4AaABAg,"Perusahaan gini ni yg dikasi suntikan dana. Kasi stimulasi biar cepat berkembang. Kita suka atau tidak, AI adalah masa depan.",1,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UC_-9Z3xKpZHzGu5sJSXKXLA,Ugw28nE-x66bkZCGVTB4AaABAg,"untuk jangka panjang AI bakal banyak menggeser tenaga manusia, skrg desainer jg sdh hrs siap2 tergeser oleh AI, nanti guru juga, pertanyaannya nanti negara berpopulasi banyak manusianya mau kerja apa? spt kapitalis ai menghilangkan gol menengah, manusia berskill menengah bakal hilang yg ada hanya kelas atas dan bawah, sptnya yg bs dikerjakan manusia mayoritas hanya pekerjaan manual,spt bertani, beternak, masak, ke depannya memang solusinya jgn terlalu banyak anak, kecuali ai bisa menyortir manusia hanya melahirkan manusia berkualitas, krn ntar di masa dpn ga jelas mau kerja apa, smua sdh bnyk digantikan AI, tapi ntar jd negara2 spt China, Korsel, jepang jg lg kebingungan krn berkurangnya populasi, cm manusia jg makin takut dgn masa dpn krn makin sedikit yg bs dikerjakan manusia, jadi solusi tanpa solusi sebenernya",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCceKszWp0qRr6aX4gSV1lyA,UgxOuNnpqqORAKG6CJF4AaABAg,Saatnya melompat dr kurikulum yg ga ada kaitannya dgn yg dibutuhkan dunis nyata,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCH1XKSS-sPek7C5gfiGnDhw,Ugy_GHf7SqJDwCO9yh94AaABAg,"AI itu bodoh, tapi AI sendiri tidak menyadari dirinya bodoh, AI menjawab pertanyaan dengan confident seraya tidak tahu kebenaran jawaban. AI penuh dengan jawaban bias tergantung siapa yang menyediakan data untuk AI nya. Kesimpulannya harus bijak dalam menggunakannya.",0,1,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCKkfZVU5ccVAX6fMdY4Rw3A,Ugyl0JHvcJiciyhmByh4AaABAg,"Kalau cuma kognitif bisa di ganti AI tapi adab,akhlak tidak bisa .",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCCAVsWSYzhw6AsYZz93yE9w,UgxJmT4UsET_hVh3dC54AaABAg,Gurunya google wkwkwkw kacoooo... Membatasi murid guru berinteraksi... AI membatasi sesama Manusia manusia beriteraksi Padahal tuhan menciptakan manusia sebagai mahluk sosial wkwkwkw ngeri,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCDNHmnmZbEKQt95nm1okwdw,Ugz6E-1B2ork33MnDJd4AaABAg,"Technology Ai ada ditangan org baik, jadi bermanfaat. Tp bagaimana kalau di tangan org jahat?",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UC1EQHl46o-CpKwyptl454Tg,UgynKMLuOY_X7aRrtHR4AaABAg,"Bedakan Machine Learning dan AI, saya mencopa website dia dan bentuknya itu machine learning, hanya analisis peforma dari input jawaban saya akan soal yang diberikan. Tak ada yang baru. Tak lebih dari marketer yang lagi nyari investor dengan menjual mimpi AI 😅. Buktikan saya salah, lebih baik saya malu daripada produk dia begitu saja.",3,5,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCCAhuo7dTehbzIMX0Np7DzQ,UgyIDdFJVd9QVY-kI4Z4AaABAg,"Manusia takut AI karena selama ini, manusia melakukan pekerjaan mesin. Wajar saja digantikan",1,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCIXwJ54IGl5KBtEWNfGc0rA,Ugzp4kWxCAXwNCyJIKZ4AaABAg,Diharapkan Menteri Pendidikan menjadikan AI sebagai kurikulum khusus Nasional bagi anak bangsa yang memiliki* IQ & EQ yg berkualitas.,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCLuWpWlJfn90ZGTINVKCcWA,Ugw1zVbtw_Ovh7YrK714AaABAg,Unfortunately this amazing concept comes from an economics expert not from an education experts. Ini harusnya diterapkan bukan hanya di bimbel saja tapi semoga Kemdikbud bisa mengadopsi teknologi ini juga untuk memberikan pemerataan kualitas pendidikan di Indonesia.,5,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCRvrAdq_qcV6gde5UaI1fpw,UgwannsrTlZozjLz_6V4AaABAg,Anak berprestasi kalau tidak diperhatikan pemerintah akan diambil negara lain,0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UC9kkmqOdt96AhmoxlVpaKnQ,UgyWXoDw7mrTUuzTMnl4AaABAg,"Di sisi lain setuju dengan ai, di sisi lain kurang setuju jg kalau di lihat dari sudut pandang orang yg tergantikan dengan ai. Ai mungkin bisa lebih murah biaya nya , tapi gimana dengan guru2 atau orang yg mengadakan bimbel secara gk langsung akan mengancam ekomomi mereka juga. Jadi benar jg yg di katakan mengembangkan ai tapi jangan kebablasan karena mengancam juga kedepannya.",0,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCaDM_gQ01-HsKSAFVJ-SWVQ,UgzId-4FBksso1H3pfF4AaABAg,"Semoga ttep dihargai di Indonesia, Jangan sampai nanti orang luar merekrut ke luar negeri",2,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCVKfoJCAkMg1o_oBljZv__Q,UgyM3z8_Cej7DjqBnLZ4AaABAg,"AI seperti pisau , bisa merugikan bisa menguntungkan seperti Sosial media, google dll...tinggal bagai mana manusia beradaptasi..dengan perkembangan yang semakin maju",1,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCNDDWKIiY561onKZB0g59Iw,Ugx5uXqYCrCAwstHecJ4AaABAg,Luar biasa dan guru bahasa Inggris akan segera digantikan oleh AI ini. Guru akan pensiun dini dan digantikan oleh teknologi. dan universitas jurusan pendidikan akan tutup.,1,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCf5xxo2ZbLodlrfDYpf1g3A,UgyG-zDHc0OD3bOJHzl4AaABAg,"Menurut saya kalau soal AI yang paling dasar untuk segera di galakkan adalah AI di bidang pemerintahan. Karena banyak tugas2 di pemerintah yg tampaknya lebih efektif jika diselesaikan oleh AI. Dan jika pemerintah sudah terbiasa dengan AI maka penggalakkan ke bawahnya pun saya rasa akan lebih mudah. Sebuah inovasi jika diawali dari bawah, syulit....",19,2,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UC8j26HJQqo8tqEsLkK-SWqA,UgxVFYPp9Pf5kfEjJd94AaABAg,"Wow, keren banget sih ini.. mikirinnya udah bagaimana mencerdaskan siswa2 Indonesia pakai AI.. bravo Davyn 👍👍",47,0,"Davyn Sudirdjo, Anak Indonesia Pencipta AI Untuk Pendidikan | Helmy Yahya Bicara",2023,7
UCS2FPcQGj-u9Viu2vg_yC4w,UgzHtf5lk157hvSt3YV4AaABAg,"AI seharusnya membuat guru menjadi lebih smart, dan guru yg smart menularkan ilmunya ke murid. Jangan malah guru2 pakai gadget dan internet buat story ig dan tiktok-an, lalu hal seperti itu dicontoh oleh muridnya. Ga heran klo SDM Indonesia makin lama makin hancur. Kemajuan teknologi, ambil manfaat baiknya, dan gunakan untuk memajukan SDM. Jangan malah menjadi ketakutan, dan lalu malah yg dipakai hal2 buruknya.",0,0,AI Bisa Gantikan Guru?,2025,6
UCE8mZE_8ChelS3zZvu9lEAg,UgzWSago0AIFN47ZR6t4AaABAg,"Sbg sumber pengetahuan AI bisa saja menggantikan posisi guru.Tetapi dlm hal "" Character Building and Human Emotional Relation "" ( CB & HER ) peran guru tentu tak dpt digantikan ...",0,0,AI Bisa Gantikan Guru?,2025,6
UCSgwvajUxHllxIqzWk6n6uw,UgwAncvv4TkEmz6qWuV4AaABAg,"Menurut saya AI nggak akan pernah menggantikan bidang apapun, yang bisa menggantikan kita adalah orang lain yang lebih efisien karena pake AI",2,0,AI Bisa Gantikan Guru?,2025,6
UCbT5urp6BTZO3LzJgrjX0TA,Ugzcl0OdXTTB1d1zHnR4AaABAg,Saya pengguna AI .. setelah dijalani ternyata AI tidak sepenuhnya bisa menggantikan apapun ... AI tetap ada kekurangan ada kesalahan yg bisa dikoreksi oleh orang yg mengetahui,6,1,AI Bisa Gantikan Guru?,2025,6
